Date,Time,Elapsed Seconds,Carbon Dioxide-CO&#x2082; (ppm),Carbon Dioxide-Avg. (ppm),Particulate Matter-PM10 (ug/m&#179;),Particulate Matter-PM2.5 (ug/m&#179;),Particulate Matter-PM1.0 (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Particulate Matter-Avg. (ug/m&#179;),Air Quality Index-AQI ,Air Quality Index-Avg. ,Pressure Barometric-Pressure (mBar),Internal Temperature-Internal Temperature (&#x2103;),Humidity-Humidity (%RH),Dew Point-Dew Point (&#x2103;),Heat Index-Heat Index (&#x2103;),Pressure Altitude-Altitude (m),Ozone-Avg. (ppb),Ozone-O&#x2083; (ppb)
,,596.00,545,624.4,21,30,31,16.9,25.3,28.2,88.6,78.3,991.51,23.8,36,7.8,23.2,182.5,0.5,0.8
,,597.00,548,624.3,21,30,30,16.9,25.3,28.2,88.6,78.3,991.5,23.8,36,7.8,23.2,182.6,0.4,0.4
,,598.00,550,624.1,21,30,30,16.9,25.3,28.2,88.6,78.3,991.56,23.8,36,7.8,23.2,182.2,0.4,0.4
,,599.00,550,624,20,29,29,16.9,25.3,28.2,86.5,78.3,991.54,23.8,36,7.8,23.2,182.3,0.4,0.6
,,600.00,549,623.9,19,28,28,16.9,25.3,28.2,84.4,78.4,991.6,23.8,36,7.8,23.2,181.8,0.5,0.9
,,601.00,548,622.7,19,28,28,16.9,25.4,28.2,84.4,78.5,991.57,23.8,36,7.8,23.2,182,0.5,0.7
,,602.00,549,621.5,19,28,28,17,25.4,28.3,84.4,78.6,991.56,23.8,36,7.8,23.2,182.1,0.4,0.6
,,603.00,554,620.2,20,29,29,17,25.4,28.3,86.5,78.6,991.55,23.8,36,7.8,23.2,182.2,0.5,0.9
,,604.00,553,618.9,19,26,26,17,25.5,28.3,80.2,78.7,991.42,23.8,36,7.8,23.1,183.3,0.4,0.2
,,605.00,552,617.6,20,28,28,17,25.5,28.3,84.4,78.8,991.48,23.8,36,7.8,23.1,182.8,0.4,-0.2
,,606.00,549,616.3,20,28,28,17.1,25.5,28.4,84.4,78.9,991.39,23.8,36,7.8,23.1,183.5,0.4,0
,,607.00,550,614.9,20,28,28,17.1,25.6,28.4,84.4,79,991.33,23.8,36,7.8,23.1,184.1,0.4,0.5
,,608.00,548,613.6,18,27,28,17.1,25.6,28.4,82.3,79.1,991.32,23.8,36,7.8,23.1,184.2,0.5,1
,,609.00,549,612.3,18,27,30,17.2,25.6,28.5,82.3,79.2,991.33,23.8,34.6,7.2,23.1,184.1,0.4,0.4
,,610.00,553,611,18,27,30,17.2,25.7,28.5,82.3,79.3,991.3,23.8,34.6,7.2,23.1,184.3,0.4,0
,,611.00,552,609.7,18,26,30,17.2,25.7,28.5,80.2,79.4,991.29,23.8,34.6,7.2,23.1,184.4,0.4,-0.2
,,612.00,552,608.4,19,27,31,17.2,25.7,28.6,82.3,79.4,991.29,23.7,36,7.8,23.1,184.4,0.4,0.6
,,613.00,561,607.2,18,29,32,17.3,25.8,28.6,86.5,79.5,991.32,23.8,36,7.8,23.1,184.2,0.4,0.1
,,614.00,562,606,19,29,33,17.3,25.8,28.6,86.5,79.6,991.35,23.8,36,7.8,23.1,183.9,0.4,0
,,615.00,564,604.8,19,29,33,17.3,25.8,28.7,86.5,79.7,991.29,23.8,34.6,7.2,23.1,184.5,0.5,1
,,616.00,566,603.7,19,29,33,17.3,25.9,28.7,86.5,79.8,991.29,23.7,34.6,7.2,23.1,184.4,0.4,-0.1
,,617.00,568,602.6,17,29,33,17.4,25.9,28.7,86.5,79.8,991.4,23.7,34.6,7.2,23.1,183.5,0.4,0.4
,,618.00,569,601.5,17,29,33,17.4,25.9,28.8,86.5,79.9,991.44,23.7,34.6,7.2,23.1,183.2,0.4,-0.3
,,619.00,565,600.5,17,29,33,17.4,26,28.8,86.5,80,991.48,23.7,36,7.8,23.1,182.8,0.4,0.7
,,620.00,561,599.4,18,29,33,17.4,26,28.9,86.5,80.1,991.48,23.7,34.6,7.2,23.1,182.8,0.4,-0.1
,,621.00,561,598.4,19,31,36,17.5,26,28.9,90.7,80.2,991.6,23.7,34.6,7.2,23.1,181.8,0.4,0.4
,,622.00,561,597.4,19,31,36,17.5,26.1,29,90.7,80.3,991.62,23.7,34.6,7.2,23.1,181.6,0.4,0.4
,,623.00,565,596.5,20,30,36,17.5,26.1,29,88.6,80.4,991.64,23.8,34.6,7.2,23.1,181.4,0.4,-0.2
,,624.00,564,595.6,19,29,35,17.5,26.1,29,86.5,80.5,991.63,23.7,34.6,7.2,23.1,181.5,0.5,1
,,625.00,557,594.7,19,30,34,17.6,26.2,29.1,88.6,80.6,991.73,23.7,34.6,7.2,23.1,180.7,0.4,0.4
,,626.00,553,593.8,19,31,34,17.6,26.2,29.1,90.7,80.6,991.79,23.7,34.6,7.2,23.1,180.2,0.5,1
,,627.00,556,593.1,19,31,34,17.6,26.2,29.2,90.7,80.7,991.82,23.7,34.6,7.2,23.1,179.9,0.4,-0.4
,,628.00,556,592.3,19,31,33,17.6,26.3,29.2,90.7,80.8,991.9,23.7,34.6,7.2,23.1,179.2,0.4,0.2
,,629.00,562,591.6,20,31,33,17.6,26.3,29.2,90.7,80.9,992.09,23.8,34.6,7.2,23.1,177.7,0.4,-0.4
,,630.00,561,591,20,30,32,17.6,26.3,29.2,88.6,80.9,992.04,23.8,34.6,7.2,23.1,178.1,0.4,0
,,631.00,559,590.4,20,30,31,17.7,26.4,29.3,88.6,81,992.06,23.8,34.6,7.2,23.1,177.9,0.4,0
,,632.00,556,589.8,19,30,30,17.7,26.4,29.3,88.6,81,992.15,23.8,34.6,7.2,23.1,177.1,0.4,0.2
,,633.00,545,589.2,19,29,29,17.7,26.4,29.3,86.5,81.1,992.15,23.8,34.6,7.2,23.1,177.1,0.4,0.3
,,634.00,544,588.6,19,30,30,17.7,26.4,29.3,88.6,81.1,992.15,23.8,36,7.8,23.1,177.2,0.4,0.8
,,635.00,548,588.1,19,30,31,17.7,26.5,29.3,88.6,81.2,992.14,23.8,36,7.8,23.1,177.2,0.4,0.4
,,636.00,545,587.6,19,30,31,17.7,26.5,29.4,88.6,81.2,992.18,23.8,34.6,7.2,23.1,176.9,0.4,0.5
,,637.00,545,587.1,16,27,28,17.7,26.5,29.4,82.3,81.2,992.21,23.8,34.6,7.2,23.1,176.7,0.4,0.5
,,638.00,540,586.6,17,27,28,17.7,26.5,29.4,82.3,81.2,992.01,23.8,34.6,7.2,23.1,178.3,0.4,0.7
,,639.00,536,586.2,17,28,29,17.7,26.5,29.4,84.4,81.3,992.13,23.8,34.6,7.2,23.1,177.3,0.4,0.2
,,640.00,541,585.8,17,28,28,17.7,26.5,29.4,84.4,81.3,992.17,23.8,34.6,7.2,23.1,177,0.4,0.6
,,641.00,542,585.3,16,26,27,17.7,26.5,29.4,80.2,81.3,992.21,23.8,34.6,7.2,23.1,176.7,0.4,0
,,642.00,545,584.9,17,27,28,17.7,26.5,29.4,82.3,81.3,992.18,23.8,34.6,7.2,23.1,176.9,0.5,1
,,643.00,546,584.5,17,28,30,17.7,26.5,29.4,84.4,81.3,992.27,23.8,34.6,7.2,23.1,176.1,0.4,0.4
,,644.00,545,584.2,17,27,29,17.7,26.5,29.4,82.3,81.3,992.26,23.8,34.6,7.2,23.1,176.2,0.4,0.4
,,645.00,545,583.8,16,27,28,17.7,26.5,29.4,82.3,81.3,992.32,23.8,34.6,7.2,23.1,175.7,0.4,0.3
,,646.00,540,583.4,15,27,29,17.7,26.5,29.4,82.3,81.3,992.3,23.8,34.6,7.2,23.1,175.9,0.4,0.6
,,647.00,542,583.1,15,27,29,17.7,26.5,29.4,82.3,81.3,992.35,23.8,34.6,7.2,23.1,175.5,0.4,0.6
,,648.00,546,582.8,15,27,29,17.7,26.5,29.4,82.3,81.3,992.35,23.8,34.6,7.2,23.1,175.4,0.4,-0.3
,,649.00,545,582.5,15,27,29,17.7,26.5,29.4,82.3,81.2,992.34,23.8,34.6,7.2,23.1,175.6,0.4,0.9
,,650.00,550,582.2,17,28,30,17.7,26.5,29.4,84.4,81.2,992.29,23.8,34.6,7.2,23.1,176,0.4,-0.1
,,651.00,549,581.8,17,28,30,17.7,26.5,29.4,84.4,81.2,992.28,23.8,34.6,7.2,23.1,176,0.4,-0.3
,,652.00,545,581.5,17,29,31,17.7,26.5,29.4,86.5,81.3,992.33,23.8,34.6,7.2,23.1,175.6,0.4,0
,,653.00,545,581.2,17,29,31,17.7,26.5,29.4,86.5,81.3,992.36,23.8,34.6,7.2,23.1,175.4,0.4,0.6
,,654.00,544,580.9,15,26,28,17.7,26.5,29.4,80.2,81.3,992.34,23.8,34.6,7.2,23.1,175.5,0.4,0.3
,,655.00,541,580.6,16,27,29,17.7,26.5,29.4,82.3,81.3,992.37,23.8,34.6,7.2,23.1,175.3,0.4,-0.5
,,656.00,541,580.2,16,27,29,17.7,26.5,29.4,82.3,81.3,992.27,23.8,34.6,7.3,23.1,176.1,0.4,0
,,657.00,544,579.9,16,25,27,17.7,26.5,29.4,78.1,81.3,992.3,23.8,34.6,7.2,23.1,175.9,0.4,-0.3
,,658.00,545,579.6,15,24,25,17.7,26.5,29.4,76,81.2,992.31,23.8,34.6,7.2,23.1,175.8,0.5,1
,,659.00,544,579.3,15,24,25,17.7,26.5,29.4,76,81.2,992.39,23.8,34.6,7.2,23.1,175.1,0.4,0.4
,,660.00,544,579,15,24,26,17.7,26.5,29.4,76,81.2,992.38,23.8,34.6,7.3,23.1,175.2,0.5,0.9
,,661.00,541,578.7,15,23,27,17.7,26.5,29.4,73.9,81.2,992.44,23.8,34.6,7.3,23.1,174.7,0.5,0.9
,,662.00,542,578.4,16,23,26,17.7,26.5,29.4,73.9,81.1,992.54,23.8,34.6,7.3,23.1,173.8,0.4,0.6
,,663.00,545,578.1,16,23,26,17.7,26.4,29.3,73.9,81.1,992.6,23.8,34.6,7.3,23.2,173.3,0.4,0.6
,,664.00,545,577.8,16,23,26,17.7,26.4,29.3,73.9,81.1,992.54,23.8,34.6,7.3,23.2,173.9,0.4,0.4
,,665.00,553,577.6,15,22,25,17.7,26.4,29.3,71.8,81.1,992.46,23.8,34.6,7.3,23.2,174.5,0.4,0.2
,,666.00,549,577.3,15,22,25,17.7,26.4,29.3,71.8,81.1,992.45,23.8,34.6,7.3,23.2,174.6,0.4,0.5
,,667.00,545,577.1,15,22,25,17.7,26.4,29.3,71.8,81,992.51,23.8,34.6,7.3,23.2,174.1,0.4,0
,,668.00,544,576.9,15,21,24,17.7,26.4,29.3,69.7,81,992.53,23.8,34.6,7.3,23.2,173.9,0.4,-0.3
,,669.00,550,576.7,14,21,24,17.7,26.4,29.3,69.7,81,992.52,23.8,34.6,7.3,23.2,174,0.4,0
,,670.00,545,576.5,15,22,25,17.7,26.4,29.3,71.8,81,992.55,23.8,34.6,7.3,23.2,173.7,0.4,0.2
,,671.00,545,576.3,15,21,24,17.7,26.4,29.3,69.7,80.9,992.64,23.9,34.6,7.3,23.2,173,0.4,0.5
,,672.00,545,576.1,15,21,24,17.6,26.3,29.2,69.7,80.9,992.56,23.9,34.6,7.3,23.2,173.7,0.4,0.2
,,673.00,541,575.9,14,21,25,17.6,26.3,29.2,69.7,80.9,992.73,23.9,34.6,7.3,23.2,172.2,0.4,0.6
,,674.00,538,575.7,15,21,25,17.6,26.3,29.2,69.7,80.9,992.71,23.9,34.6,7.3,23.2,172.4,0.4,0.5
,,675.00,536,575.5,15,21,25,17.6,26.3,29.2,69.7,80.9,992.64,23.9,34.6,7.3,23.2,173,0.4,0.9
,,676.00,536,575.3,14,21,24,17.6,26.3,29.2,69.7,80.9,992.7,23.9,34.6,7.3,23.2,172.5,0.4,0.5
,,677.00,538,575.1,14,21,22,17.6,26.3,29.2,69.7,80.8,992.79,23.9,34.6,7.3,23.2,171.7,0.4,-0.3
,,678.00,545,574.9,13,20,21,17.6,26.3,29.2,67.6,80.8,992.77,23.9,34.6,7.3,23.2,171.9,0.4,0.2
,,679.00,542,574.7,13,19,20,17.6,26.3,29.2,65.5,80.8,992.85,23.9,34.6,7.3,23.2,171.2,0.4,-0.4
,,680.00,542,574.6,13,19,20,17.6,26.3,29.2,65.5,80.8,992.88,23.9,34.6,7.3,23.2,171,0.4,0.6
,,681.00,544,574.4,14,19,20,17.6,26.3,29.2,65.5,80.7,992.85,23.9,34.6,7.3,23.2,171.2,0.4,-0.3
,,682.00,544,574.2,15,20,21,17.6,26.2,29.2,67.6,80.7,992.88,23.9,34.6,7.3,23.2,171,0.4,0
,,683.00,545,574.1,15,20,21,17.6,26.2,29.1,67.6,80.7,992.94,23.9,34.6,7.3,23.2,170.5,0.4,-0.4
,,684.00,544,574,15,20,21,17.6,26.2,29.1,67.6,80.7,992.93,23.9,34.6,7.3,23.2,170.5,0.4,0.4
,,685.00,542,573.8,14,20,22,17.6,26.2,29.1,67.6,80.7,992.92,23.9,34.6,7.3,23.2,170.6,0.4,-0.3
,,686.00,544,573.7,14,20,22,17.6,26.2,29.1,67.6,80.6,992.73,23.9,34.6,7.3,23.2,172.3,0.4,0.1
,,687.00,541,573.5,14,20,22,17.6,26.2,29.1,67.6,80.6,992.73,23.9,34.6,7.3,23.2,172.2,0.4,0.4
,,688.00,537,573.4,14,20,22,17.5,26.2,29.1,67.6,80.6,992.84,23.9,34.6,7.3,23.2,171.3,0.5,1.1
,,689.00,540,573.3,12,18,21,17.5,26.2,29.1,63.4,80.6,992.9,23.9,34.6,7.4,23.3,170.8,0.4,-0.4
,,690.00,537,573.2,12,18,22,17.5,26.2,29.1,63.4,80.6,992.98,23.9,34.6,7.4,23.3,170.1,0.5,1.1
,,691.00,536,573,12,18,22,17.5,26.2,29.1,63.4,80.5,992.96,23.9,34.6,7.4,23.3,170.3,0.4,0.6
,,692.00,532,572.9,13,19,23,17.5,26.1,29.1,65.5,80.5,992.96,23.9,34.6,7.4,23.3,170.2,0.4,0.3
,,693.00,529,572.7,13,19,23,17.5,26.1,29.1,65.5,80.5,992.97,23.9,34.6,7.4,23.3,170.2,0.4,0.5
,,694.00,528,572.6,12,18,22,17.5,26.1,29.1,63.4,80.5,993.01,23.9,34.6,7.4,23.3,169.8,0.4,0.4
,,695.00,531,572.4,12,20,24,17.5,26.1,29.1,67.6,80.5,993.06,23.9,34.6,7.4,23.3,169.5,0.4,-0.2
,,696.00,529,572.3,12,21,24,17.5,26.1,29.1,69.7,80.4,993.04,23.9,34.6,7.4,23.3,169.6,0.5,1.1
,,697.00,538,572.1,14,24,27,17.5,26.1,29.1,76,80.5,993.14,24,34.6,7.4,23.3,168.8,0.4,0.6
,,698.00,541,572,15,24,27,17.5,26.1,29.1,76,80.5,993.1,24,34.6,7.4,23.3,169.1,0.4,0.8
,,699.00,548,571.8,15,25,29,17.5,26.1,29.1,78.1,80.5,993.06,24,34.6,7.4,23.3,169.4,0.4,-0.2
,,700.00,545,571.6,14,25,29,17.5,26.1,29.1,78.1,80.5,993.06,24,34.6,7.4,23.3,169.5,0.4,0
,,701.00,548,571.5,14,24,28,17.5,26.1,29.1,76,80.5,993.09,24,34.6,7.4,23.3,169.2,0.5,1
,,702.00,548,571.3,14,24,27,17.4,26.1,29.1,76,80.5,993.11,24,34.6,7.4,23.3,169,0.4,0
,,703.00,545,571,14,24,27,17.4,26.1,29.1,76,80.5,993.06,24,34.6,7.4,23.3,169.5,0.5,0.9
,,704.00,545,570.7,14,23,26,17.4,26.1,29.1,73.9,80.5,993.12,24,34.6,7.4,23.3,168.9,0.4,-0.4
,,705.00,545,570.5,14,23,26,17.4,26.1,29,73.9,80.4,993.12,24,34.6,7.4,23.4,168.9,0.4,0.9
,,706.00,545,570.2,14,23,26,17.4,26.1,29,73.9,80.4,993.08,24,34.6,7.4,23.4,169.2,0.4,0.6
,,707.00,552,569.8,13,22,24,17.4,26.1,29,71.8,80.4,993.07,24,34.6,7.4,23.4,169.4,0.4,0.3
,,708.00,552,569.5,13,22,24,17.4,26.1,29,71.8,80.4,993.09,24,34.6,7.5,23.4,169.1,0.4,0.3
,,709.00,538,569.2,13,20,23,17.4,26.1,29,67.6,80.4,993.11,24,34.6,7.5,23.4,169,0.4,0.7
,,710.00,540,568.8,13,19,23,17.4,26.1,29,65.5,80.3,993.1,24,34.6,7.5,23.4,169.1,0.4,-0.3
,,711.00,541,568.5,13,19,23,17.4,26,29,65.5,80.3,993.08,24,34.6,7.5,23.4,169.3,0.4,-0.1
,,712.00,542,568.2,13,19,23,17.4,26,29,65.5,80.3,993.09,24,34.6,7.5,23.4,169.2,0.4,0.1
,,713.00,537,567.9,15,21,25,17.4,26,29,69.7,80.3,993.12,24.1,34.6,7.5,23.4,169,0.4,0.7
,,714.00,534,567.5,15,21,25,17.4,26,29,69.7,80.2,993.14,24.1,34.6,7.5,23.4,168.7,0.4,-0.1
,,715.00,536,567.2,15,21,25,17.4,26,29,69.7,80.2,993.11,24.1,34.6,7.5,23.4,169,0.4,0.7
,,716.00,534,566.9,15,21,24,17.4,26,29,69.7,80.2,993.2,24.1,34.6,7.5,23.4,168.3,0.5,1
,,717.00,540,566.6,14,20,23,17.4,26,28.9,67.6,80.2,993.2,24.1,34.6,7.5,23.4,168.2,0.4,0
,,718.00,542,566.4,14,20,23,17.4,26,28.9,67.6,80.2,993.22,24.1,34.6,7.5,23.4,168.1,0.4,0.2
,,719.00,541,566,15,20,23,17.4,26,28.9,67.6,80.2,993.23,24.1,34.6,7.5,23.5,168,0.4,-0.5
,,720.00,542,565.7,15,20,23,17.4,26,28.9,67.6,80.2,993.31,24.1,34.6,7.5,23.5,167.3,0.5,1.1
,,721.00,552,565.4,16,21,25,17.4,26,28.9,69.7,80.2,993.22,24.1,34.6,7.5,23.5,168.1,0.4,0.3
,,722.00,552,565.1,16,21,24,17.4,26,28.9,69.7,80.1,993.14,24.1,34.6,7.5,23.5,168.8,0.5,0.9
,,723.00,550,564.8,16,21,24,17.4,26,28.9,69.7,80.1,993.22,24.1,34.6,7.5,23.5,168.1,0.4,0.5
,,724.00,548,564.4,16,21,24,17.4,26,28.9,69.7,80.1,993.24,24.1,34.6,7.5,23.5,167.9,0.4,0.1
,,725.00,545,564.1,15,20,23,17.4,26,28.9,67.6,80.1,993.11,24.1,34.6,7.5,23.5,169,0.5,0.9
,,726.00,544,563.8,15,20,22,17.4,26,28.9,67.6,80.1,993.23,24.1,34.6,7.5,23.4,168,0.4,0.6
,,727.00,545,563.5,15,20,22,17.4,26,28.9,67.6,80.1,993.27,24.1,34.6,7.5,23.5,167.6,0.4,0.3
,,728.00,544,563.1,15,20,21,17.4,25.9,28.9,67.6,80.1,993.19,24.1,34.6,7.5,23.5,168.3,0.4,0.3
,,729.00,542,562.8,15,20,21,17.4,25.9,28.8,67.6,80.1,993.24,24.1,34.6,7.5,23.5,167.9,0.4,0.5
,,730.00,545,562.5,15,20,21,17.4,25.9,28.8,67.6,80.1,993.28,24.1,34.6,7.5,23.5,167.6,0.4,0.8
,,731.00,545,562.2,13,18,19,17.4,25.9,28.8,63.4,80,993.2,24.1,34.6,7.5,23.5,168.3,0.4,0.5
,,732.00,544,561.9,13,18,19,17.4,25.9,28.8,63.4,80,993.33,24.1,34.6,7.5,23.5,167.1,0.4,0.7
,,733.00,549,561.6,13,18,22,17.4,25.9,28.8,63.4,80,993.18,24.1,34.6,7.5,23.5,168.4,0.4,-0.3
,,734.00,548,561.3,13,19,21,17.4,25.9,28.8,65.5,80,993.25,24.1,34.6,7.5,23.5,167.9,0.4,0.8
,,735.00,544,561,14,20,23,17.4,25.9,28.8,67.6,80,993.25,24.1,34.6,7.5,23.5,167.8,0.4,-0.4
,,736.00,537,560.7,13,21,23,17.4,25.9,28.8,69.7,80,993.16,24.1,34.6,7.5,23.5,168.6,0.5,1
,,737.00,541,560.4,14,23,25,17.4,25.9,28.8,73.9,80,993.35,24.1,34.6,7.6,23.5,167,0.4,-0.3
,,738.00,536,560.1,15,24,26,17.4,25.9,28.8,76,80,993.36,24.1,34.6,7.6,23.5,166.9,0.4,0
,,739.00,536,559.9,14,24,25,17.4,25.9,28.8,76,80,993.37,24.1,34.6,7.6,23.5,166.8,0.4,-0.5
,,740.00,537,559.6,15,24,26,17.4,25.9,28.8,76,80,993.34,24.2,34.6,7.6,23.5,167.1,0.4,0.4
,,741.00,544,559.4,16,25,27,17.4,25.9,28.8,78.1,80,993.32,24.2,34.6,7.6,23.5,167.3,0.4,0.5
,,742.00,542,559.1,16,25,27,17.4,25.9,28.8,78.1,80,993.36,24.2,34.6,7.6,23.5,166.9,0.4,0
,,743.00,542,558.9,15,24,26,17.4,25.9,28.8,76,80,993.3,24.2,34.6,7.6,23.5,167.4,0.4,-0.3
,,744.00,541,558.7,15,24,26,17.4,25.9,28.8,76,80,993.34,24.2,34.6,7.6,23.5,167,0.4,0
,,745.00,536,558.5,15,23,25,17.4,25.9,28.8,73.9,80,993.33,24.2,34.6,7.6,23.5,167.2,0.5,1
,,746.00,534,558.3,16,23,27,17.4,25.9,28.8,73.9,80.1,993.33,24.2,34.6,7.6,23.5,167.2,0.4,0.5
,,747.00,532,558.1,16,23,27,17.4,25.9,28.8,73.9,80.1,993.27,24.2,34.6,7.6,23.5,167.6,0.4,0.1
,,748.00,529,557.9,16,23,27,17.4,25.9,28.8,73.9,80.1,993.28,24.2,34.6,7.6,23.5,167.6,0.4,0.5
,,749.00,531,557.7,17,25,29,17.4,25.9,28.8,78.1,80.1,993.27,24.2,34.6,7.6,23.5,167.7,0.4,-0.2
,,750.00,532,557.5,17,25,29,17.4,25.9,28.8,78.1,80.1,993.24,24.2,34.6,7.6,23.5,167.9,0.4,0.7
,,751.00,533,557.3,17,25,29,17.4,26,28.8,78.1,80.1,993.23,24.2,34.6,7.6,23.6,168,0.4,-0.3
,,752.00,533,557.2,17,25,28,17.4,26,28.8,78.1,80.1,993.27,24.2,34.6,7.6,23.6,167.7,0.4,0.1
,,753.00,536,557,16,23,26,17.4,26,28.8,73.9,80.1,993.27,24.2,34.6,7.6,23.6,167.7,0.4,-0.3
,,754.00,537,556.8,16,23,26,17.4,26,28.8,73.9,80.1,993.28,24.2,34.6,7.6,23.6,167.6,0.4,0
,,755.00,537,556.7,16,23,25,17.4,26,28.8,73.9,80.1,993.21,24.2,34.6,7.6,23.6,168.1,0.4,-0.3
,,756.00,540,556.5,16,23,25,17.4,26,28.8,73.9,80.1,993.2,24.2,34.6,7.6,23.6,168.3,0.4,0.2
,,757.00,544,556.4,15,22,24,17.4,26,28.8,71.8,80.1,993.19,24.2,34.6,7.6,23.6,168.3,0.4,0.3
,,758.00,544,556.2,14,21,24,17.4,26,28.8,69.7,80.1,993.16,24.2,34.6,7.6,23.6,168.6,0.4,0
,,759.00,545,556.1,15,22,25,17.4,26,28.8,71.8,80.2,993.17,24.2,34.6,7.6,23.6,168.5,0.4,-0.5
,,760.00,545,556,15,22,27,17.4,26,28.8,71.8,80.2,993.06,24.2,34.6,7.6,23.6,169.4,0.5,1
,,761.00,552,555.9,14,21,25,17.4,26,28.8,69.7,80.2,993.19,24.2,34.6,7.6,23.6,168.3,0.4,-0.2
,,762.00,550,555.8,14,21,25,17.4,26,28.8,69.7,80.2,993.16,24.2,34.6,7.6,23.6,168.6,0.4,0.8
,,763.00,548,555.7,14,20,24,17.4,26,28.8,67.6,80.2,993.32,24.2,34.6,7.6,23.6,167.2,0.4,-0.3
,,764.00,545,555.6,14,20,24,17.4,26,28.8,67.6,80.1,993.26,24.2,34.6,7.6,23.6,167.8,0.5,1
,,765.00,546,555.5,13,19,22,17.4,26,28.8,65.5,80.1,993.15,24.2,34.6,7.6,23.6,168.7,0.4,0.4
,,766.00,549,555.4,13,18,22,17.4,26,28.8,63.4,80.1,993.12,24.2,34.6,7.6,23.6,168.9,0.5,1
,,767.00,548,555.3,14,19,23,17.4,26,28.8,65.5,80.1,993.16,24.2,34.6,7.6,23.6,168.6,0.4,0.2
,,768.00,545,555.3,14,19,23,17.4,26,28.8,65.5,80.1,993.15,24.2,34.6,7.6,23.6,168.7,0.4,0.2
,,769.00,550,555.2,12,17,20,17.4,25.9,28.8,61.3,80.1,993.08,24.2,34.6,7.6,23.6,169.3,0.4,0.5
,,770.00,548,555.1,12,17,20,17.4,25.9,28.8,61.3,80.1,993.11,24.2,34.6,7.6,23.6,169.1,0.4,0.5
,,771.00,545,555,13,18,21,17.4,25.9,28.8,63.4,80,993.08,24.2,34.6,7.6,23.6,169.3,0.4,0.1
,,772.00,540,554.9,13,19,21,17.4,25.9,28.8,65.5,80,993.06,24.2,34.6,7.6,23.6,169.4,0.4,0.2
,,773.00,540,554.8,12,22,23,17.4,25.9,28.8,71.8,80,993.09,24.2,34.6,7.6,23.6,169.2,0.5,1
,,774.00,537,554.7,12,23,24,17.4,25.9,28.8,73.9,80,993.06,24.2,34.6,7.6,23.6,169.4,0.4,0.4
,,775.00,536,554.6,13,24,25,17.4,25.9,28.8,76,80,993.08,24.3,34.6,7.7,23.6,169.3,0.5,0.9
,,776.00,533,554.4,14,25,26,17.4,25.9,28.8,78.1,80.1,993.01,24.2,34.6,7.6,23.6,169.9,0.4,-0.2
,,777.00,538,554.3,15,28,29,17.4,25.9,28.8,84.4,80.1,993,24.3,34.6,7.7,23.6,170,0.4,0.6
,,778.00,536,554.2,14,26,28,17.4,25.9,28.8,80.2,80.1,993.03,24.3,34.6,7.7,23.6,169.7,0.4,-0.2
,,779.00,539,554.1,13,25,27,17.4,25.9,28.7,78.1,80.1,993,24.3,34.6,7.7,23.6,170,0.4,-0.3
,,780.00,541,554.1,13,25,27,17.4,25.9,28.7,78.1,80.1,992.92,24.3,34.6,7.7,23.6,170.7,0.4,0.5
,,781.00,548,554,13,23,24,17.4,25.9,28.7,73.9,80.1,992.88,24.3,34.6,7.7,23.6,171,0.4,0.3
,,782.00,547,553.9,13,23,24,17.4,25.9,28.7,73.9,80,992.8,24.3,34.6,7.7,23.6,171.7,0.5,1
,,783.00,549,553.9,13,23,24,17.4,25.9,28.7,73.9,80,992.79,24.3,34.6,7.7,23.6,171.8,0.4,-0.4
,,784.00,546,553.8,13,23,23,17.4,25.9,28.7,73.9,80,992.75,24.3,34.6,7.7,23.6,172,0.4,0.9
,,785.00,544,553.8,14,23,24,17.4,25.9,28.7,73.9,80,992.72,24.3,34.6,7.7,23.7,172.3,0.4,-0.4
,,786.00,545,553.7,14,23,24,17.4,25.9,28.7,73.9,80,992.71,24.3,34.6,7.7,23.7,172.4,0.4,0.2
,,787.00,546,553.7,14,23,23,17.4,25.9,28.7,73.9,80,992.66,24.3,34.6,7.7,23.7,172.9,0.4,-0.4
,,788.00,548,553.7,14,23,23,17.4,25.9,28.7,73.9,80,992.57,24.3,34.6,7.7,23.7,173.6,0.4,0.9
,,789.00,555,553.7,12,20,20,17.4,25.9,28.7,67.6,80,992.51,24.3,34.6,7.7,23.7,174.1,0.4,0.3
,,790.00,550,553.6,13,20,20,17.4,25.9,28.6,67.6,80,992.51,24.3,34.6,7.7,23.7,174.1,0.4,0.8
,,791.00,552,553.6,14,21,21,17.4,25.9,28.6,69.7,79.9,992.5,24.3,34.6,7.7,23.7,174.2,0.4,0.5
,,792.00,549,553.7,14,21,22,17.4,25.9,28.6,69.7,79.9,992.46,24.3,34.6,7.7,23.7,174.5,0.4,0.9
,,793.00,542,553.7,14,19,20,17.4,25.9,28.6,65.5,79.9,992.4,24.3,34.6,7.7,23.7,175,0.4,0.6
,,794.00,546,553.6,14,19,20,17.4,25.9,28.6,65.5,79.9,992.4,24.3,34.6,7.7,23.7,175,0.4,-0.1
,,795.00,546,553.6,12,18,19,17.4,25.8,28.6,63.4,79.9,992.32,24.3,34.6,7.7,23.7,175.7,0.4,-0.2
